tag,state,seed,n_frag,n_true_joins,top1,top5,top50,coherence,method,theta,theta_at_edge,solve_s,status,n_arcs,precision,recall,f1,exact_slip,clean_fragments,n_pred,n_true,ari,same_slip_precision,cross_slip_joins,cross_slip_rate
ablation,P4,3,1121,473,0.5116279069767442,0.7463002114164905,0.9429175475687104,0.6046511627906976,full_no_hand,1.7346010553881064,False,2.976377487182617,OPTIMAL,1330,0.5773195876288659,0.7103594080338267,0.6369668246445498,0.3333333333333333,0.3487957181088314,582,473,0.5898059448642787,0.7903780068728522,122,0.2096219931271478
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,latent,0.0,False,180.21590662002563,FEASIBLE,3674,0.6338461538461538,0.77882797731569,0.6988973706530959,0.3793103448275862,0.38155668358714045,650,529,0.7084810413678161,0.8723076923076923,83,0.12769230769230766
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,no_length,0.8472978603872034,False,180.13138341903687,FEASIBLE,2584,0.5521126760563381,0.7410207939508506,0.6327683615819208,0.2727272727272727,0.27918781725888325,710,529,0.5525112489383538,0.7732394366197183,161,0.22676056338028172
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,no_notch,-0.8472978603872036,False,180.21672248840332,FEASIBLE,5479,0.5827439886845828,0.77882797731569,0.6666666666666667,0.329153605015674,0.3130287648054145,707,529,0.6892546670766381,0.8231966053748232,125,0.1768033946251768
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,no_width,-1.3862943611198906,False,181.4119532108307,FEASIBLE,15527,0.5808823529411765,0.7466918714555766,0.6534325889164599,0.3824451410658307,0.3477157360406091,680,529,0.6263988981662095,0.7970588235294118,138,0.20294117647058818
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,no_strat,2.9444389791664394,False,180.24053645133972,FEASIBLE,5053,0.4782608695652174,0.5198487712665406,0.49818840579710144,0.219435736677116,0.2470389170896785,575,529,0.42098670904247154,0.6347826086956522,210,0.3652173913043478
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,no_hand,1.7346010553881064,False,38.62055158615112,OPTIMAL,1546,0.5909822866344605,0.6937618147448015,0.6382608695652173,0.335423197492163,0.33079526226734346,621,529,0.5767225808725509,0.7922705314009661,129,0.20772946859903385
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,full,1.7346010553881064,False,20.62957000732422,OPTIMAL,1514,0.588597842835131,0.722117202268431,0.6485568760611206,0.31974921630094044,0.3248730964467005,649,529,0.6176551153230693,0.8166409861325116,119,0.18335901386748843
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,full_no_notch,1.7346010553881064,False,1.0050628185272217,OPTIMAL,1514,0.573373676248109,0.7164461247637051,0.6369747899159663,0.30407523510971785,0.3062605752961083,661,529,0.6032941010630279,0.7972768532526475,134,0.20272314674735248
ablation,P4,4,1182,529,0.48015122873345933,0.6994328922495274,0.9243856332703214,0.6181474480151229,full_no_hand,1.7346010553881064,False,20.048515558242798,OPTIMAL,1546,0.5514018691588785,0.6691871455576559,0.6046114432109307,0.27899686520376177,0.2893401015228426,642,529,0.5575787389658644,0.7585669781931464,155,0.24143302180685355
